,size,material,color,sleeves,demand
897,L,cotton,white,long,high
898,L,cotton,yellow,long,medium
899,XL,linen,red,short,high
900,L,linen,black,long,medium
901,XL,linen,white,long,medium
902,L,nylon,green,long,medium
903,S,linen,white,short,high
904,M,cotton,yellow,long,low
905,XXL,nylon,orange,short,high
906,3XL,polyester,black,long,medium
907,XS,linen,white,short,high
908,XL,linen,green,short,high
909,M,nylon,red,long,medium
910,S,cotton,black,long,medium
911,S,cotton,blue,long,high
912,L,nylon,navy,long,medium
913,XXL,nylon,red,short,high
914,S,cotton,green,long,medium
915,XL,nylon,cream,short,high
916,L,cotton,red,long,medium
917,XXL,linen,white,long,medium
918,M,nylon,orange,short,high
919,L,linen,blue,short,high
920,S,linen,white,long,high
921,M,cotton,orange,long,low
922,L,silk,black,short,low
923,XL,cotton,green,long,low
924,M,silk,navy,long,low
925,XS,nylon,white,long,medium
926,XS,polyester,red,short,high
927,L,linen,white,short,high
928,3XL,cotton,orange,long,low
929,L,cotton,black,short,medium
930,XL,polyester,orange,long,medium
931,M,linen,blue,long,high
932,XXL,nylon,black,long,medium
933,L,linen,navy,long,high
934,M,nylon,navy,short,high
935,XXL,nylon,blue,short,high
936,XL,cotton,orange,short,high
937,XL,nylon,white,short,low
938,3XL,cotton,orange,long,low
939,L,polyester,orange,long,medium
940,S,polyester,navy,long,high
941,3XL,polyester,blue,long,low
942,XXL,polyester,white,short,low
943,XXL,polyester,black,long,medium
944,XXL,linen,green,short,high
945,XS,silk,violet,short,low
946,M,nylon,orange,long,medium
947,XL,polyester,navy,long,medium
948,XL,cotton,violet,long,low
949,3XL,cotton,yellow,long,low
950,XXL,polyester,white,short,low
951,XS,cotton,cream,long,medium
952,S,linen,blue,long,high
953,3XL,polyester,red,long,low
954,3XL,polyester,black,short,medium
955,3XL,nylon,white,short,low
956,M,linen,black,long,medium
957,XL,nylon,blue,short,high
958,M,cotton,black,long,medium
959,XS,cotton,white,short,high
960,XL,nylon,black,long,medium
961,XS,polyester,black,short,medium
962,3XL,cotton,blue,long,low
963,XL,silk,blue,long,low
964,M,nylon,navy,long,medium
965,M,polyester,black,short,medium
966,M,cotton,green,long,low
967,M,cotton,navy,short,high
968,M,nylon,white,short,medium
969,XXL,polyester,orange,short,high
970,M,polyester,blue,long,medium
971,XXL,polyester,cream,short,high
972,3XL,nylon,violet,long,low
973,XXL,linen,white,long,medium
974,3XL,nylon,white,short,low
975,XXL,linen,red,long,medium
976,XL,polyester,white,short,low
977,L,linen,orange,long,high
978,3XL,nylon,white,long,low
979,S,linen,yellow,long,high
980,M,polyester,yellow,short,high
981,M,linen,navy,short,high
982,3XL,cotton,green,short,medium
983,L,polyester,green,short,high
984,M,linen,yellow,long,medium
985,XL,cotton,white,long,medium
986,L,nylon,orange,short,high
987,S,nylon,navy,short,high
988,XL,polyester,green,long,medium
989,M,linen,yellow,long,medium
990,3XL,polyester,black,short,medium
991,S,nylon,white,long,medium
992,M,cotton,green,long,low
993,L,silk,violet,long,low
994,M,polyester,cream,long,medium
995,L,cotton,blue,short,high
996,XS,linen,blue,short,high
997,XL,polyester,white,long,low
998,M,linen,blue,short,high
999,S,nylon,cream,short,high
1000,3XL,polyester,navy,long,medium
1001,M,polyester,cream,long,medium
1002,S,cotton,yellow,long,medium
1003,XXL,cotton,blue,long,low
1004,XXL,linen,red,long,medium
1005,M,linen,yellow,long,medium
1006,M,cotton,yellow,short,high
1007,L,polyester,black,short,medium
1008,XS,cotton,cream,long,medium
1009,XXL,silk,white,short,low
1010,L,polyester,black,long,medium
1011,S,nylon,cream,long,high
1012,XXL,polyester,white,long,low
1013,L,polyester,orange,long,medium
1014,3XL,nylon,red,short,high
1015,L,nylon,white,short,high
1016,XXL,silk,violet,long,low
1017,XL,nylon,white,short,low
1018,M,nylon,black,long,medium
1019,XXL,linen,navy,long,medium
1020,XS,linen,violet,long,high
1021,XL,polyester,cream,long,medium
1022,M,linen,blue,short,high
1023,XL,nylon,yellow,short,high
1024,M,polyester,black,short,medium
1025,XL,linen,violet,long,medium
1026,3XL,linen,navy,long,medium
1027,3XL,cotton,white,long,medium
1028,L,polyester,white,long,high
1029,XS,cotton,red,long,medium
1030,3XL,linen,white,short,low
1031,XS,linen,yellow,short,high
1032,XXL,cotton,black,long,medium
1033,XS,linen,white,long,high
1034,S,nylon,green,long,medium
1035,M,silk,black,short,low
1036,L,linen,black,short,medium
1037,M,cotton,yellow,short,high
1038,XS,linen,white,long,high
1039,S,nylon,black,short,medium
1040,L,nylon,white,short,high
1041,XL,polyester,red,short,high
1042,XL,nylon,green,long,medium
1043,L,polyester,blue,long,medium
1044,3XL,nylon,cream,short,high
1045,XXL,polyester,black,short,medium
1046,XXL,polyester,black,long,medium
1047,M,linen,black,short,medium
1048,M,polyester,green,long,medium
1049,L,polyester,white,long,high
1050,L,nylon,navy,short,high
1051,L,nylon,red,short,high
1052,XXL,polyester,black,long,medium
1053,XXL,polyester,black,short,medium
1054,M,nylon,red,long,medium
1055,XL,linen,white,long,medium
1056,M,nylon,blue,short,high
1057,L,nylon,cream,short,high
1058,XXL,linen,green,long,medium
1059,3XL,linen,black,long,low
1060,M,cotton,black,short,medium
1061,M,nylon,cream,long,medium
1062,XS,linen,yellow,short,high
1063,M,polyester,cream,short,high
1064,L,linen,orange,long,high
1065,S,nylon,black,long,medium
1066,XXL,nylon,black,long,medium
1067,XS,nylon,yellow,short,high
1068,L,polyester,red,short,high
1069,XS,polyester,red,long,high
1070,S,linen,black,long,medium
1071,XL,polyester,yellow,short,high
1072,XL,nylon,white,long,low
1073,XL,polyester,white,short,low
1074,XXL,polyester,violet,short,high
1075,M,nylon,white,short,medium
1076,M,polyester,orange,short,high
1077,XS,polyester,red,short,high
1078,XL,nylon,yellow,short,high
1079,S,linen,violet,short,high
1080,3XL,linen,black,long,low
1081,XXL,linen,cream,long,medium
1082,XXL,cotton,blue,short,high
1083,S,linen,navy,short,high
1084,XL,polyester,green,short,high
1085,M,polyester,navy,long,medium
1086,L,linen,cream,long,high
1087,XL,nylon,red,short,high
1088,3XL,nylon,violet,short,medium
1089,XXL,nylon,navy,long,medium
1090,XL,nylon,yellow,long,medium
1091,L,linen,black,long,medium
1092,M,linen,orange,short,high
1093,L,polyester,blue,short,high
1094,XXL,nylon,cream,long,medium
1095,XS,polyester,violet,short,high
1096,XXL,polyester,orange,long,low
1097,S,linen,navy,short,high
1098,XL,linen,black,long,medium
1099,XS,nylon,green,long,medium
1100,L,nylon,navy,long,medium
1101,XL,polyester,white,long,low
1102,S,cotton,white,long,high
1103,XS,nylon,cream,long,high
1104,XL,linen,blue,long,high
1105,3XL,polyester,cream,long,medium
1106,S,polyester,navy,long,high
1107,XL,cotton,cream,long,medium
1108,M,polyester,white,short,medium
1109,XXL,polyester,green,short,medium
1110,XL,linen,yellow,short,high
1111,XL,linen,orange,long,medium
1112,L,nylon,cream,long,medium
1113,XXL,linen,cream,long,medium
1114,M,cotton,yellow,long,low
1115,L,silk,navy,short,low
1116,XXL,linen,white,short,medium
1117,XL,cotton,white,long,medium
1118,L,polyester,violet,short,high
1119,M,nylon,black,long,medium
1120,L,polyester,yellow,long,medium
1121,3XL,polyester,cream,long,medium
1122,XL,polyester,green,long,medium
1123,XS,polyester,green,short,high
1124,L,polyester,white,short,high
1125,S,cotton,white,long,high
1126,M,nylon,red,long,medium
1127,XXL,polyester,black,long,medium
1128,L,silk,black,short,low
1129,S,linen,blue,short,high
1130,XL,polyester,orange,short,high
1131,L,nylon,black,short,medium
1132,XS,linen,yellow,long,high
1133,XXL,linen,blue,short,high
1134,M,linen,blue,long,high
1135,XL,nylon,blue,short,high
1136,L,silk,violet,short,low
1137,L,polyester,white,short,high
1138,S,linen,white,short,high
1139,L,linen,cream,long,high
1140,XXL,nylon,blue,short,high
1141,XL,cotton,violet,long,low
1142,L,linen,orange,short,high
1143,L,nylon,violet,long,medium
1144,3XL,silk,white,long,low
1145,3XL,linen,white,long,low
1146,XS,linen,navy,short,high
1147,M,cotton,blue,short,high
1148,L,silk,orange,short,low
1149,M,cotton,red,short,high
1150,3XL,cotton,yellow,long,low
1151,XL,linen,cream,short,high
1152,L,polyester,violet,short,high
1153,S,polyester,violet,long,high
1154,L,nylon,navy,long,medium
1155,M,nylon,violet,short,high
1156,XXL,cotton,red,long,low
1157,S,silk,orange,long,medium
1158,3XL,nylon,black,short,medium
1159,M,cotton,orange,long,low
1160,S,polyester,navy,long,high
1161,S,polyester,yellow,long,high
1162,M,nylon,black,long,medium
1163,XL,linen,yellow,long,medium
1164,XL,polyester,green,short,high
1165,L,nylon,white,long,high
1166,XS,polyester,navy,long,high
1167,L,polyester,violet,long,medium
1168,L,nylon,white,long,high
1169,XL,nylon,black,long,medium
1170,M,polyester,red,long,medium
1171,XL,nylon,yellow,short,high
1172,L,polyester,yellow,long,medium
1173,XL,nylon,blue,long,medium
1174,L,polyester,orange,long,medium
1175,XL,polyester,cream,short,high
1176,S,nylon,cream,long,high
1177,XS,polyester,yellow,short,high
1178,XXL,cotton,black,short,medium
1179,M,cotton,black,short,medium
1180,L,linen,navy,short,high
1181,S,linen,black,long,medium
1182,XL,silk,black,short,low
1183,3XL,nylon,violet,short,medium
1184,L,cotton,blue,long,medium
1185,XXL,cotton,white,short,medium
1186,L,nylon,blue,short,high
1187,L,nylon,cream,long,medium
1188,XS,nylon,black,long,medium
1189,S,nylon,navy,short,high
1190,XS,nylon,cream,long,high
1191,3XL,polyester,orange,long,low
1192,XXL,nylon,navy,short,high
1193,S,nylon,yellow,short,high
1194,L,polyester,navy,long,medium
1195,M,nylon,black,long,medium
1196,S,linen,navy,long,high
1197,XL,cotton,green,short,medium
1198,XS,polyester,navy,short,high
1199,S,nylon,navy,long,high
1200,XL,linen,black,short,medium
1201,XXL,linen,black,long,medium
1202,M,silk,red,short,low
1203,3XL,polyester,blue,long,low
1204,XL,polyester,violet,long,medium
1205,XXL,polyester,violet,short,high
1206,XL,cotton,red,long,medium
1207,XL,linen,white,long,medium
1208,L,polyester,orange,short,high
1209,L,silk,blue,short,low
1210,XXL,linen,navy,short,high
1211,M,cotton,white,short,high
1212,L,polyester,yellow,short,high
1213,XXL,polyester,navy,short,high
1214,XL,polyester,white,short,low
1215,XXL,nylon,blue,short,high
1216,XXL,nylon,navy,short,high
1217,L,nylon,white,short,high
1218,L,nylon,cream,short,high
1219,M,nylon,blue,short,high
1220,M,polyester,yellow,long,medium
1221,XS,linen,black,short,low
1222,XXL,nylon,violet,long,low
1223,S,cotton,black,short,medium
1224,XL,cotton,navy,short,high
1225,M,polyester,red,long,medium
1226,M,cotton,black,long,medium
1227,L,cotton,cream,long,medium
1228,L,cotton,green,long,medium
1229,XXL,polyester,white,long,low
1230,L,polyester,yellow,long,medium
1231,3XL,nylon,cream,long,medium
1232,L,nylon,white,long,high
1233,XL,cotton,black,long,medium
1234,S,linen,black,short,medium
1235,XS,nylon,black,long,medium
1236,XL,cotton,white,short,medium
1237,L,polyester,navy,long,medium
1238,XS,nylon,green,short,high
1239,S,linen,blue,long,high
1240,XL,linen,cream,short,high
1241,L,nylon,black,long,medium
1242,L,polyester,black,short,medium
1243,XL,cotton,cream,short,high
1244,L,cotton,blue,long,medium
1245,3XL,nylon,white,short,low
1246,XL,cotton,navy,short,high
1247,XL,polyester,white,long,low
1248,XXL,cotton,red,long,low
1249,XL,polyester,navy,short,high
1250,XXL,polyester,blue,long,medium
1251,L,nylon,white,long,high
1252,S,nylon,red,long,high
1253,L,polyester,cream,long,medium
1254,M,cotton,orange,short,high
1255,S,cotton,white,long,high
1256,S,nylon,cream,long,high
1257,M,linen,white,long,high
1258,XL,polyester,black,long,medium
1259,S,silk,violet,long,medium
1260,3XL,linen,black,long,low
1261,XS,polyester,black,short,medium
1262,XXL,linen,white,long,medium
1263,M,silk,black,long,low
1264,XXL,nylon,navy,long,medium
1265,XL,linen,white,long,medium
1266,M,linen,white,short,high
1267,L,nylon,white,short,high
1268,XL,nylon,green,long,medium
1269,XS,polyester,navy,short,high
1270,XXL,cotton,black,short,medium
1271,XL,polyester,white,long,low
1272,XL,polyester,yellow,long,medium
1273,XL,nylon,navy,long,medium
1274,XS,nylon,red,short,high
1275,XL,linen,violet,short,high
1276,XXL,linen,orange,long,medium
1277,L,polyester,white,short,high
1278,S,nylon,navy,long,high
1279,XXL,cotton,white,short,medium
1280,XL,linen,black,short,medium
1281,S,linen,white,short,high
1282,S,cotton,green,long,medium
1283,S,nylon,red,long,high
1284,M,cotton,red,short,high
1285,XS,silk,yellow,long,low
1286,L,cotton,black,short,medium
1287,XL,cotton,blue,short,high
1288,S,cotton,black,long,medium
1289,XL,nylon,cream,long,medium
1290,3XL,polyester,cream,short,high
1291,XL,polyester,navy,long,medium
1292,XXL,cotton,white,short,medium
1293,M,nylon,red,short,high
1294,XL,nylon,black,long,medium
1295,S,cotton,red,short,high
1296,XS,linen,white,long,high
1297,XS,polyester,white,short,medium
1298,XL,nylon,orange,short,high
1299,XXL,polyester,blue,long,medium
1300,L,polyester,black,long,medium
1301,M,polyester,cream,short,high
1302,XXL,cotton,orange,long,low
1303,3XL,nylon,blue,long,low
1304,L,linen,white,long,high
1305,L,nylon,green,short,high
1306,S,nylon,cream,long,high
1307,M,linen,black,long,medium
1308,3XL,silk,green,short,low
1309,XL,nylon,violet,long,medium
1310,XL,nylon,violet,short,high
1311,S,linen,black,long,medium
1312,XXL,polyester,cream,long,medium
1313,S,silk,black,long,low
1314,L,linen,red,long,high
1315,3XL,cotton,black,short,medium
1316,3XL,nylon,black,short,medium
1317,S,polyester,blue,long,high
1318,XL,polyester,cream,short,high
1319,XXL,polyester,yellow,short,high
1320,XS,silk,blue,short,medium
1321,L,linen,orange,long,high
1322,S,nylon,cream,long,high
1323,S,nylon,orange,long,high
1324,3XL,silk,white,long,low
1325,XS,silk,white,long,low
1326,XS,nylon,black,long,medium
1327,XL,polyester,green,short,high
1328,M,linen,white,long,high
1329,XS,cotton,violet,long,medium
1330,3XL,polyester,black,long,medium
1331,L,cotton,cream,short,high
1332,XS,polyester,black,long,medium
1333,3XL,cotton,yellow,long,low
1334,M,nylon,cream,long,medium
1335,XL,cotton,blue,long,medium
1336,M,polyester,blue,long,medium
1337,XL,polyester,cream,long,medium
1338,XXL,nylon,black,short,medium
1339,XS,cotton,navy,short,high
1340,M,cotton,black,long,medium
1341,L,nylon,blue,long,medium
1342,M,polyester,black,long,medium
1343,XS,linen,violet,short,high
1344,S,polyester,navy,long,high
1345,XXL,nylon,red,short,high
1346,XS,polyester,red,long,high
1347,M,nylon,green,short,high
1348,S,nylon,black,short,medium
1349,S,nylon,blue,short,high
1350,XS,nylon,red,short,high
1351,M,linen,navy,short,high
1352,XXL,nylon,red,long,medium
1353,L,polyester,white,short,high
1354,S,cotton,white,long,high
1355,3XL,linen,blue,long,medium
1356,L,nylon,white,long,high
1357,XXL,polyester,white,long,low
1358,3XL,nylon,red,short,high
1359,L,cotton,violet,short,high
1360,3XL,cotton,cream,short,medium
1361,L,silk,white,short,low
1362,XL,linen,green,short,high
1363,3XL,polyester,cream,short,high
1364,XL,linen,blue,short,high
1365,S,cotton,black,short,medium
1366,M,cotton,orange,long,low
1367,3XL,polyester,black,long,medium
1368,L,nylon,violet,short,high
1369,XL,nylon,navy,long,medium
1370,XS,nylon,navy,short,high
1371,3XL,silk,white,long,low
1372,L,nylon,violet,short,high
1373,3XL,polyester,violet,long,low
1374,L,linen,white,long,high
1375,M,linen,red,long,high
1376,XS,polyester,green,short,high
1377,S,nylon,white,long,medium
1378,XL,cotton,white,short,medium
1379,3XL,cotton,white,short,medium
1380,XL,polyester,black,long,medium
1381,3XL,polyester,black,short,medium
1382,XL,linen,black,long,medium
1383,L,polyester,orange,short,high
1384,XL,polyester,white,long,low
1385,XS,cotton,red,short,high
1386,S,polyester,white,long,medium
1387,S,polyester,white,long,medium
1388,M,silk,black,long,low
1389,M,nylon,yellow,long,medium
1390,M,polyester,cream,short,high
1391,M,polyester,black,short,medium
1392,M,polyester,red,long,medium
1393,XL,polyester,white,long,low
1394,S,polyester,black,long,medium
1395,XS,nylon,cream,short,high
1396,L,cotton,navy,short,high
1397,M,polyester,white,long,medium
1398,S,cotton,green,long,medium
1399,XS,linen,red,long,high
1400,XL,silk,blue,long,low
1401,XXL,polyester,red,short,high
1402,S,silk,green,long,medium
1403,L,polyester,white,long,high
1404,L,linen,cream,short,high
1405,M,linen,blue,short,high
1406,XXL,linen,green,long,medium
1407,XL,polyester,cream,short,high
1408,L,cotton,blue,short,high
1409,L,linen,cream,long,high
1410,XL,polyester,green,short,high
1411,M,nylon,blue,long,medium
1412,M,linen,orange,long,medium
1413,XXL,cotton,white,long,medium
1414,S,cotton,navy,long,high
1415,XL,linen,white,long,medium
1416,XXL,nylon,black,short,medium
1417,M,nylon,navy,short,high
1418,L,polyester,blue,long,medium
1419,S,nylon,blue,short,high
1420,L,silk,black,long,medium
1421,M,polyester,blue,short,high
1422,XS,linen,cream,short,high
1423,XXL,linen,navy,short,high
1424,XS,polyester,violet,short,high
1425,M,linen,yellow,short,high
1426,L,polyester,black,long,medium
1427,L,polyester,black,short,medium
1428,M,nylon,cream,long,medium
1429,XS,nylon,black,short,medium
1430,XL,nylon,orange,short,high
1431,M,cotton,cream,long,medium
1432,XXL,nylon,yellow,short,high
1433,3XL,silk,white,short,low
1434,XL,polyester,white,long,low
1435,XS,polyester,white,short,medium
1436,XS,nylon,green,long,medium
1437,XL,cotton,green,short,medium
