,size,material,color,sleeves,demand
902,XS,polyester,navy,short,high
903,L,polyester,blue,long,medium
904,M,cotton,white,short,high
905,XL,nylon,cream,short,high
906,M,silk,yellow,short,low
907,XL,polyester,orange,short,high
908,S,linen,black,short,medium
909,L,linen,green,long,high
910,XL,cotton,black,long,medium
911,M,nylon,black,long,medium
912,S,polyester,white,short,medium
913,XS,nylon,orange,long,medium
914,L,polyester,red,short,high
915,XXL,linen,blue,short,high
916,L,nylon,violet,long,medium
917,3XL,linen,blue,long,medium
918,3XL,linen,white,short,medium
919,M,linen,yellow,short,high
920,XXL,polyester,navy,long,medium
921,XXL,linen,blue,short,high
922,XL,cotton,black,long,medium
923,XL,cotton,blue,short,high
924,XL,cotton,yellow,long,medium
925,XL,nylon,cream,short,high
926,M,polyester,cream,short,high
927,XL,silk,white,long,low
928,XS,linen,white,short,high
929,XL,silk,navy,long,low
930,XXL,nylon,black,short,medium
931,L,cotton,black,long,medium
932,XL,nylon,red,long,medium
933,M,nylon,blue,long,medium
934,XL,nylon,red,short,high
935,3XL,silk,navy,short,low
936,L,nylon,white,long,high
937,XL,nylon,cream,short,high
938,XL,nylon,orange,short,high
939,XXL,polyester,yellow,short,high
940,M,polyester,black,short,medium
941,3XL,polyester,cream,short,high
942,L,linen,green,long,high
943,XXL,nylon,blue,short,high
944,XS,nylon,blue,long,high
945,3XL,polyester,yellow,long,low
946,L,nylon,cream,long,medium
947,XL,cotton,violet,long,medium
948,XS,nylon,black,short,medium
949,L,cotton,black,short,medium
950,XL,polyester,green,short,high
951,M,nylon,red,long,medium
952,XL,linen,blue,long,high
953,XS,polyester,white,long,medium
954,M,cotton,blue,short,high
955,XL,linen,navy,long,high
956,XXL,nylon,violet,short,high
957,XXL,cotton,black,long,medium
958,XS,polyester,blue,short,high
959,S,nylon,white,long,medium
960,M,polyester,navy,long,medium
961,L,cotton,orange,short,high
962,L,silk,cream,short,low
963,XXL,nylon,black,short,medium
964,L,polyester,violet,long,medium
965,L,nylon,green,short,high
966,XS,linen,black,long,low
967,XXL,polyester,green,long,low
968,XXL,nylon,black,short,medium
969,M,polyester,blue,short,high
970,XL,nylon,orange,long,medium
971,XS,nylon,navy,short,high
972,3XL,silk,red,short,low
973,L,nylon,white,long,high
974,L,linen,green,short,high
975,L,cotton,white,long,high
976,L,nylon,white,long,high
977,3XL,polyester,red,short,high
978,M,polyester,white,short,medium
979,L,linen,blue,long,high
980,L,nylon,cream,short,high
981,M,cotton,violet,short,high
982,M,nylon,red,long,medium
983,S,cotton,white,long,high
984,S,nylon,navy,long,high
985,L,nylon,black,long,high
986,S,cotton,navy,long,high
987,M,nylon,black,long,medium
988,L,cotton,white,long,high
989,L,nylon,navy,short,high
990,XL,linen,cream,long,high
991,M,nylon,green,short,high
992,M,cotton,white,short,high
993,S,nylon,violet,long,high
994,XS,nylon,navy,long,high
995,XS,nylon,cream,long,high
996,L,nylon,white,long,high
997,XL,polyester,navy,long,medium
998,S,polyester,black,short,medium
999,XL,linen,blue,long,high
1000,M,polyester,blue,short,high
1001,XXL,linen,black,long,medium
1002,XXL,nylon,yellow,short,high
1003,L,cotton,blue,long,medium
1004,L,cotton,white,long,high
1005,L,polyester,white,long,high
1006,XL,polyester,black,short,medium
1007,S,cotton,green,long,medium
1008,XS,polyester,yellow,short,high
1009,XL,linen,blue,long,high
1010,3XL,silk,cream,long,low
1011,XXL,linen,white,long,medium
1012,XL,linen,green,short,high
1013,L,cotton,cream,long,medium
1014,M,linen,blue,short,high
1015,XXL,polyester,white,long,low
1016,XS,cotton,black,long,medium
1017,XXL,nylon,cream,short,high
1018,XXL,polyester,black,long,medium
1019,XL,cotton,cream,long,medium
1020,3XL,silk,black,long,low
1021,XXL,linen,navy,short,high
1022,M,linen,white,short,high
1023,XL,linen,orange,long,medium
1024,L,cotton,black,short,medium
1025,M,cotton,white,long,high
1026,XS,silk,black,short,low
1027,L,polyester,navy,long,medium
1028,XXL,linen,red,long,medium
1029,XL,nylon,black,long,medium
1030,M,cotton,white,long,high
1031,M,polyester,violet,long,medium
1032,M,nylon,white,short,medium
1033,XL,silk,yellow,long,low
1034,L,cotton,white,short,high
1035,L,cotton,navy,long,medium
1036,S,polyester,navy,short,high
1037,XS,polyester,white,long,medium
1038,XL,cotton,navy,short,high
1039,3XL,linen,black,long,low
1040,XL,nylon,blue,long,medium
1041,M,linen,black,short,medium
1042,M,polyester,black,short,medium
1043,L,cotton,white,long,high
1044,L,silk,black,short,low
1045,L,linen,navy,short,high
1046,M,linen,cream,long,high
1047,S,nylon,white,long,medium
1048,XXL,cotton,white,short,medium
1049,M,cotton,cream,long,medium
1050,XXL,polyester,white,short,low
1051,XXL,polyester,white,long,low
1052,XL,linen,white,short,medium
1053,XXL,nylon,green,long,low
1054,S,nylon,white,short,medium
1055,XXL,cotton,black,long,medium
1056,L,nylon,cream,short,high
1057,L,cotton,yellow,long,medium
1058,XXL,cotton,violet,long,low
1059,XXL,nylon,black,long,medium
1060,M,linen,navy,short,high
1061,XXL,linen,black,short,medium
1062,L,polyester,black,long,high
1063,S,cotton,red,short,high
1064,S,polyester,orange,long,high
1065,L,nylon,white,short,high
1066,XL,nylon,cream,long,medium
1067,XS,nylon,black,short,medium
1068,S,cotton,blue,short,high
1069,XS,linen,cream,short,high
1070,XXL,nylon,yellow,long,medium
1071,M,linen,red,short,high
1072,XL,cotton,white,long,medium
1073,L,nylon,navy,long,medium
1074,S,nylon,cream,short,high
1075,L,cotton,blue,short,high
1076,XS,linen,navy,long,high
1077,3XL,nylon,red,long,medium
1078,L,linen,cream,long,high
1079,XL,cotton,cream,long,medium
1080,XL,linen,red,short,high
1081,3XL,linen,navy,long,medium
1082,L,nylon,red,long,medium
1083,XS,silk,black,short,low
1084,XXL,cotton,violet,long,low
1085,XL,silk,cream,long,low
1086,L,nylon,orange,short,high
1087,XS,linen,blue,long,high
1088,XXL,cotton,red,long,medium
1089,L,nylon,white,long,high
1090,M,cotton,orange,short,high
1091,L,polyester,orange,long,medium
1092,XXL,cotton,violet,long,low
1093,S,polyester,white,long,medium
1094,M,cotton,cream,long,medium
1095,L,cotton,yellow,short,high
1096,L,cotton,orange,short,high
1097,M,cotton,red,long,medium
1098,XL,polyester,navy,short,high
1099,M,polyester,violet,long,medium
1100,3XL,polyester,orange,short,medium
1101,XXL,cotton,cream,short,high
1102,L,polyester,cream,short,high
1103,XXL,cotton,navy,long,medium
1104,L,polyester,red,short,high
1105,S,cotton,black,long,medium
1106,M,linen,green,long,medium
1107,XL,nylon,green,long,medium
1108,S,polyester,black,long,medium
1109,XXL,silk,blue,short,low
1110,XXL,polyester,yellow,short,high
1111,L,nylon,white,long,high
1112,XXL,nylon,black,short,medium
1113,3XL,nylon,black,long,medium
1114,M,nylon,navy,short,high
1115,XL,nylon,violet,short,high
1116,XS,polyester,violet,short,high
1117,L,silk,white,short,low
1118,L,nylon,white,short,high
1119,3XL,polyester,orange,short,medium
1120,XXL,polyester,green,short,high
1121,M,polyester,blue,short,high
1122,S,polyester,white,short,medium
1123,XL,polyester,violet,short,high
1124,M,cotton,orange,long,medium
1125,M,cotton,navy,long,medium
1126,M,nylon,green,short,high
1127,L,polyester,navy,long,medium
1128,M,polyester,green,long,medium
1129,XS,silk,black,long,low
1130,XL,cotton,white,short,medium
1131,L,nylon,violet,long,medium
1132,3XL,cotton,navy,long,low
1133,M,cotton,white,short,high
1134,M,nylon,white,short,medium
1135,XS,cotton,navy,short,high
1136,3XL,linen,red,long,medium
1137,L,cotton,white,long,high
1138,L,polyester,navy,long,medium
1139,S,cotton,navy,short,high
1140,3XL,linen,green,long,medium
1141,XS,polyester,navy,short,high
1142,S,nylon,white,short,medium
1143,M,nylon,white,long,medium
1144,XL,linen,black,short,medium
1145,M,nylon,red,short,high
1146,3XL,nylon,orange,long,low
1147,XS,polyester,red,short,high
1148,XL,linen,blue,short,high
1149,M,cotton,blue,short,high
1150,L,cotton,black,long,medium
1151,M,cotton,cream,short,high
1152,3XL,linen,navy,short,high
1153,S,nylon,navy,long,high
1154,L,nylon,cream,long,medium
1155,S,nylon,black,long,medium
1156,L,polyester,red,short,high
1157,L,polyester,orange,short,high
1158,M,polyester,white,short,medium
1159,M,nylon,green,long,medium
1160,S,nylon,white,short,medium
1161,M,linen,cream,short,high
1162,L,cotton,navy,short,high
1163,XS,nylon,black,long,medium
1164,S,linen,red,short,high
1165,XXL,cotton,navy,long,medium
1166,XL,nylon,violet,short,high
1167,XL,polyester,green,long,medium
1168,S,linen,black,short,medium
1169,L,linen,green,short,high
1170,S,nylon,white,long,medium
1171,XS,silk,black,short,low
1172,3XL,cotton,yellow,long,low
1173,XXL,polyester,black,short,medium
1174,M,nylon,red,short,high
1175,M,polyester,cream,short,high
1176,XL,cotton,navy,long,medium
1177,S,nylon,violet,long,high
1178,3XL,polyester,cream,short,high
1179,XXL,linen,orange,long,medium
1180,L,cotton,navy,long,medium
1181,XL,linen,orange,long,medium
1182,XXL,nylon,navy,long,medium
1183,3XL,cotton,black,short,medium
1184,XXL,cotton,cream,long,medium
1185,L,nylon,orange,short,high
1186,3XL,linen,black,long,low
1187,S,cotton,orange,short,high
1188,L,linen,navy,long,high
1189,S,nylon,green,short,high
1190,XXL,polyester,cream,long,medium
1191,XS,nylon,orange,long,medium
1192,M,cotton,orange,long,medium
1193,M,cotton,yellow,short,high
1194,S,polyester,blue,short,high
1195,L,cotton,yellow,short,high
1196,L,polyester,navy,long,medium
1197,XXL,polyester,blue,long,medium
1198,L,polyester,red,short,high
1199,3XL,silk,yellow,short,low
1200,XL,linen,green,short,high
1201,XXL,polyester,black,short,medium
1202,L,linen,yellow,long,high
1203,XXL,linen,yellow,long,medium
1204,M,nylon,violet,long,medium
1205,XS,linen,cream,long,high
1206,S,nylon,red,long,high
1207,XL,polyester,cream,long,medium
1208,L,nylon,blue,long,medium
1209,XXL,nylon,black,long,medium
1210,XXL,polyester,navy,short,high
1211,XXL,nylon,black,long,medium
1212,L,polyester,white,short,high
1213,L,nylon,red,long,medium
1214,M,nylon,black,long,medium
1215,L,nylon,black,long,high
1216,L,polyester,yellow,long,medium
1217,XXL,linen,violet,short,high
1218,XL,nylon,cream,long,medium
1219,XS,cotton,red,short,high
1220,M,polyester,white,long,medium
1221,S,cotton,cream,long,high
1222,S,linen,violet,long,high
1223,XS,cotton,cream,long,high
1224,XL,cotton,black,long,medium
1225,XL,polyester,black,long,medium
1226,XL,cotton,navy,long,medium
1227,S,nylon,white,long,medium
1228,XL,nylon,black,long,medium
1229,XS,nylon,black,long,medium
1230,L,silk,green,long,low
1231,L,cotton,white,short,high
1232,XL,linen,violet,long,medium
1233,XXL,cotton,white,long,medium
1234,M,nylon,yellow,short,high
1235,S,cotton,blue,long,high
1236,XL,linen,cream,short,high
1237,3XL,polyester,white,long,low
1238,L,polyester,yellow,short,high
1239,S,polyester,navy,short,high
1240,M,polyester,black,long,medium
1241,M,polyester,black,short,medium
1242,M,nylon,orange,short,high
1243,XS,nylon,black,short,medium
1244,L,linen,orange,short,high
1245,L,nylon,navy,short,high
1246,M,cotton,white,long,high
1247,L,nylon,black,long,high
1248,XL,nylon,navy,short,high
1249,S,linen,navy,long,high
1250,M,nylon,red,long,medium
1251,M,nylon,cream,long,medium
1252,M,nylon,navy,short,high
1253,S,nylon,red,long,high
1254,L,nylon,yellow,short,high
1255,M,linen,black,long,medium
1256,3XL,nylon,white,long,low
1257,3XL,silk,green,long,low
1258,XS,polyester,green,short,high
1259,XL,cotton,green,long,low
1260,L,linen,white,long,high
1261,3XL,cotton,black,long,medium
1262,XS,polyester,white,short,medium
1263,L,linen,cream,long,high
1264,XXL,cotton,yellow,long,low
1265,XL,nylon,violet,long,medium
1266,XL,polyester,red,short,high
1267,3XL,polyester,white,short,low
1268,XXL,nylon,navy,long,medium
1269,3XL,cotton,white,long,medium
1270,XL,polyester,white,short,low
1271,XS,cotton,red,short,high
1272,XXL,nylon,white,short,low
1273,XL,nylon,yellow,short,high
1274,XS,polyester,white,short,medium
1275,S,nylon,cream,long,high
1276,XL,polyester,black,short,medium
1277,L,linen,navy,short,high
1278,3XL,polyester,black,short,medium
1279,XXL,nylon,black,short,medium
1280,XXL,cotton,navy,long,medium
1281,XS,cotton,yellow,short,high
1282,XL,polyester,violet,short,high
1283,S,linen,yellow,long,high
1284,L,silk,black,short,low
1285,S,polyester,yellow,long,high
1286,XL,nylon,red,long,medium
1287,XL,cotton,black,short,medium
1288,XS,linen,navy,short,high
1289,XXL,cotton,cream,short,high
1290,S,polyester,violet,long,high
1291,S,linen,blue,long,high
1292,L,cotton,white,long,high
1293,M,cotton,violet,long,medium
1294,XXL,linen,red,long,medium
1295,L,linen,red,short,high
1296,XXL,cotton,red,short,high
1297,M,cotton,orange,short,high
1298,XL,cotton,blue,long,medium
1299,XXL,cotton,white,long,medium
1300,S,cotton,blue,long,high
1301,S,silk,cream,short,medium
1302,3XL,nylon,violet,long,low
1303,3XL,nylon,red,short,high
1304,XL,linen,white,long,medium
1305,XS,linen,white,short,high
1306,M,polyester,red,long,medium
1307,M,linen,navy,long,high
1308,L,polyester,navy,short,high
1309,L,cotton,red,long,medium
1310,S,nylon,black,long,medium
1311,XXL,polyester,navy,long,medium
1312,3XL,linen,white,long,medium
1313,M,linen,black,long,medium
1314,3XL,nylon,navy,long,medium
1315,XXL,polyester,yellow,long,medium
1316,XL,nylon,black,short,medium
1317,M,nylon,white,short,medium
1318,M,nylon,black,long,medium
1319,XL,polyester,orange,long,medium
1320,XS,nylon,black,short,medium
1321,L,cotton,cream,short,high
1322,XS,polyester,green,long,medium
1323,XL,nylon,red,long,medium
1324,XL,nylon,blue,long,medium
1325,L,cotton,navy,short,high
1326,XL,cotton,white,long,medium
1327,XL,silk,cream,short,low
1328,XS,nylon,violet,short,high
1329,XL,linen,cream,long,high
1330,M,silk,green,short,low
1331,XS,polyester,navy,short,high
1332,L,linen,black,long,medium
1333,M,linen,black,short,medium
1334,L,nylon,violet,short,high
1335,M,nylon,violet,long,medium
1336,M,polyester,black,long,medium
1337,XL,polyester,black,short,medium
1338,M,polyester,black,long,medium
1339,XL,cotton,red,long,medium
1340,XS,silk,black,long,low
1341,XL,polyester,white,short,low
1342,XL,linen,white,short,medium
1343,S,polyester,white,short,medium
1344,XS,polyester,black,short,medium
1345,XL,cotton,orange,long,medium
1346,XXL,nylon,black,long,medium
1347,XL,polyester,blue,short,high
1348,M,polyester,cream,long,medium
1349,XS,linen,blue,long,high
1350,XL,polyester,green,long,medium
1351,XXL,cotton,green,short,medium
1352,M,polyester,blue,long,medium
1353,M,polyester,navy,long,medium
1354,M,polyester,navy,long,medium
1355,L,linen,cream,short,high
1356,XL,polyester,white,short,low
1357,XXL,polyester,black,short,medium
1358,M,cotton,white,long,high
1359,XXL,linen,navy,short,high
1360,XS,silk,blue,long,medium
1361,XL,nylon,black,long,medium
1362,M,cotton,cream,long,medium
1363,XS,nylon,black,long,medium
1364,L,linen,black,short,medium
1365,XL,linen,white,short,medium
1366,S,linen,red,long,high
1367,M,cotton,black,short,medium
1368,M,silk,violet,short,low
1369,3XL,silk,black,long,low
1370,3XL,polyester,yellow,long,low
1371,S,polyester,cream,short,high
1372,L,cotton,white,short,high
1373,3XL,nylon,cream,short,high
1374,L,linen,orange,long,high
1375,3XL,cotton,orange,long,low
1376,M,cotton,white,short,high
1377,S,polyester,orange,long,high
1378,S,nylon,black,short,medium
1379,3XL,polyester,white,short,low
1380,L,nylon,violet,long,medium
1381,XL,cotton,black,short,medium
1382,M,cotton,blue,short,high
1383,S,nylon,green,long,high
1384,M,nylon,black,short,medium
1385,M,nylon,yellow,short,high
1386,L,cotton,white,long,high
1387,M,cotton,navy,short,high
1388,L,nylon,orange,short,high
1389,XS,cotton,cream,short,high
1390,L,nylon,violet,long,medium
1391,L,linen,navy,short,high
1392,XXL,polyester,cream,long,medium
1393,L,cotton,navy,short,high
1394,S,cotton,white,long,high
1395,S,linen,white,short,high
1396,S,nylon,green,long,high
1397,L,polyester,cream,short,high
1398,XL,cotton,navy,long,medium
1399,XL,polyester,black,short,medium
1400,M,polyester,white,short,medium
1401,L,nylon,navy,short,high
1402,L,polyester,black,short,high
1403,M,polyester,yellow,long,medium
1404,XS,cotton,navy,short,high
1405,M,polyester,yellow,long,medium
1406,L,cotton,white,short,high
1407,S,cotton,green,short,high
1408,S,cotton,blue,long,high
1409,L,linen,white,long,high
1410,L,polyester,green,long,medium
1411,L,nylon,white,short,high
1412,S,linen,white,short,high
1413,M,linen,white,long,high
1414,S,nylon,blue,long,high
1415,S,nylon,navy,short,high
1416,XXL,polyester,white,long,low
1417,XL,linen,navy,short,high
1418,M,cotton,blue,long,medium
1419,S,linen,cream,long,high
1420,S,linen,white,short,high
1421,XS,silk,orange,long,medium
1422,XXL,linen,navy,long,high
1423,XXL,linen,red,long,medium
1424,L,polyester,blue,short,high
1425,M,cotton,blue,short,high
1426,M,polyester,white,short,medium
1427,XXL,polyester,navy,short,high
1428,L,polyester,white,long,high
1429,XL,cotton,cream,short,high
1430,L,linen,orange,short,high
1431,XXL,linen,yellow,long,medium
1432,L,polyester,black,short,high
1433,3XL,cotton,white,long,medium
1434,XL,cotton,yellow,long,medium
1435,XS,cotton,black,short,medium
1436,XL,linen,orange,short,high
1437,XL,cotton,navy,short,high
1438,L,linen,white,short,high
1439,M,cotton,white,long,high
1440,XXL,nylon,orange,long,medium
